Actual_Saving,Rate_10dB,Outage_10dB_99,Outage_10dB_98,Outage_10dB_95,Rate_20dB,Outage_20dB_99,Outage_20dB_98,Outage_20dB_95,Rate_30dB,Outage_30dB_99,Outage_30dB_98,Outage_30dB_95,encoder
85.01987113867646,3.8811336,0.43666666666666665,0.1,0.0,7.0968113,0.14666666666666667,0.006666666666666667,0.0,10.4074955,0.03333333333333333,0.0,0.0,mamba
85.10567832841573,3.8810735,0.43333333333333335,0.1,0.0,7.096748,0.14666666666666667,0.006666666666666667,0.0,10.407432,0.03333333333333333,0.0,0.0,mamba
85.40525079785633,3.8811266,0.43666666666666665,0.1,0.0,7.0968027,0.14666666666666667,0.006666666666666667,0.0,10.407486,0.03333333333333333,0.0,0.0,mamba
85.40525079785633,3.8811266,0.43666666666666665,0.1,0.0,7.0968027,0.14666666666666667,0.006666666666666667,0.0,10.407486,0.03333333333333333,0.0,0.0,mamba
85.40525079785633,3.8811266,0.43666666666666665,0.1,0.0,7.0968027,0.14666666666666667,0.006666666666666667,0.0,10.407486,0.03333333333333333,0.0,0.0,mamba
85.5015957126513,3.8810892,0.43333333333333335,0.1,0.0,7.096766,0.15,0.006666666666666667,0.0,10.407449,0.03333333333333333,0.0,0.0,mamba
85.79063045703619,3.8811266,0.43666666666666665,0.1,0.0,7.0968027,0.14666666666666667,0.006666666666666667,0.0,10.407485,0.03333333333333333,0.0,0.0,mamba
85.79063045703619,3.8811266,0.43666666666666665,0.1,0.0,7.0968027,0.14666666666666667,0.006666666666666667,0.0,10.407485,0.03333333333333333,0.0,0.0,mamba
85.83880291443367,3.8811512,0.43333333333333335,0.1,0.0,7.0968294,0.14666666666666667,0.006666666666666667,0.0,10.407513,0.03333333333333333,0.0,0.0,mamba
85.90052387547419,3.8810458,0.43333333333333335,0.1,0.0,7.0967174,0.14666666666666667,0.006666666666666667,0.0,10.4074,0.03666666666666667,0.0,0.0,mamba
86.17601011621605,3.8811157,0.43666666666666665,0.1,0.0,7.0967913,0.14666666666666667,0.006666666666666667,0.0,10.4074745,0.03333333333333333,0.0,0.0,mamba
86.17601011621605,3.8811157,0.43666666666666665,0.1,0.0,7.0967913,0.14666666666666667,0.006666666666666667,0.0,10.4074745,0.03333333333333333,0.0,0.0,mamba
86.20009634491478,3.8811166,0.43666666666666665,0.1,0.0,7.0967937,0.14666666666666667,0.006666666666666667,0.0,10.407477,0.03333333333333333,0.0,0.0,mamba
86.30321551153128,3.8810236,0.43666666666666665,0.1,0.0,7.0966945,0.15,0.006666666666666667,0.0,10.407376,0.03666666666666667,0.0,0.0,mamba
86.56138977539591,3.8811116,0.43666666666666665,0.1,0.0,7.096787,0.14666666666666667,0.006666666666666667,0.0,10.40747,0.03333333333333333,0.0,0.0,mamba
86.56138977539591,3.8811116,0.43666666666666665,0.1,0.0,7.096787,0.14666666666666667,0.006666666666666667,0.0,10.40747,0.03333333333333333,0.0,0.0,mamba
86.60956223279341,3.8811376,0.43333333333333335,0.09666666666666666,0.0,7.0968146,0.14666666666666667,0.006666666666666667,0.0,10.407498,0.03333333333333333,0.0,0.0,mamba
86.94676943457577,3.8811042,0.43666666666666665,0.1,0.0,7.096779,0.14666666666666667,0.006666666666666667,0.0,10.407462,0.03333333333333333,0.0,0.0,mamba
86.94676943457577,3.8811042,0.43666666666666665,0.1,0.0,7.096779,0.14666666666666667,0.006666666666666667,0.0,10.407462,0.03333333333333333,0.0,0.0,mamba
86.94676943457577,3.8811042,0.43666666666666665,0.1,0.0,7.096779,0.14666666666666667,0.006666666666666667,0.0,10.407462,0.03333333333333333,0.0,0.0,mamba
87.019028120672,3.881127,0.43333333333333335,0.1,0.0,7.096806,0.15,0.006666666666666667,0.0,10.40749,0.03333333333333333,0.0,0.0,mamba
87.10107183717709,3.8809433,0.43666666666666665,0.10333333333333333,0.0,7.096608,0.15,0.006666666666666667,0.0,10.40729,0.03666666666666667,0.0,0.0,mamba
87.33214909375565,3.8810933,0.43666666666666665,0.1,0.0,7.0967674,0.14666666666666667,0.006666666666666667,0.0,10.40745,0.03333333333333333,0.0,0.0,mamba
87.33214909375565,3.8810933,0.43666666666666665,0.1,0.0,7.0967674,0.14666666666666667,0.006666666666666667,0.0,10.40745,0.03333333333333333,0.0,0.0,mamba
87.40440777985187,3.8811152,0.43333333333333335,0.1,0.0,7.0967937,0.15,0.006666666666666667,0.0,10.407477,0.03333333333333333,0.0,0.0,mamba
87.5,3.879767,0.46,0.10333333333333333,0.0,7.0953026,0.17,0.006666666666666667,0.0,10.40597,0.04,0.0,0.0,mamba
87.60387186126333,3.8800716,0.44666666666666666,0.1,0.0,7.0956707,0.15333333333333332,0.006666666666666667,0.0,10.406344,0.03666666666666667,0.0,0.0,mamba
87.7002167760583,3.8760388,0.49,0.12333333333333334,0.0,7.091318,0.22333333333333333,0.01,0.0,10.4019575,0.05333333333333334,0.0,0.0,mamba
87.80333594267478,3.8788867,0.46,0.10333333333333333,0.0,7.094398,0.16333333333333333,0.006666666666666667,0.0,10.405062,0.043333333333333335,0.0,0.0,mamba
87.90269163605709,3.8748584,0.51,0.12333333333333334,0.0,7.09005,0.22333333333333333,0.01,0.0,10.400679,0.06333333333333334,0.0,0.0,mamba
88.00656349732041,3.8777277,0.4766666666666667,0.10666666666666667,0.0,7.093151,0.18333333333333332,0.006666666666666667,0.0,10.403807,0.043333333333333335,0.0,0.0,mamba
88.10215571746853,3.8725119,0.54,0.15666666666666668,0.0033333333333333335,7.0874786,0.26666666666666666,0.016666666666666666,0.0,10.398081,0.08666666666666667,0.0,0.0,mamba
88.20602757873186,3.8767602,0.51,0.10666666666666667,0.0,7.092108,0.18666666666666668,0.006666666666666667,0.0,10.402754,0.043333333333333335,0.0,0.0,mamba
88.30161979888,3.8634021,0.6366666666666667,0.25666666666666665,0.006666666666666667,7.077538,0.36666666666666664,0.04,0.0,10.388043,0.14333333333333334,0.0033333333333333335,0.0,mamba
88.40549166014331,3.8757691,0.5233333333333333,0.10666666666666667,0.0,7.091037,0.19333333333333333,0.01,0.0,10.401673,0.04666666666666667,0.0,0.0,mamba
88.50296561690854,3.864013,0.66,0.25,0.0033333333333333335,7.0781713,0.3433333333333333,0.02666666666666667,0.0,10.388679,0.13333333333333333,0.0033333333333333335,0.0,mamba
88.60871921478895,3.8746011,0.5266666666666666,0.12,0.0,7.0897784,0.20666666666666667,0.01,0.0,10.400405,0.056666666666666664,0.0,0.0,mamba
88.70054796170291,3.8556054,0.7266666666666667,0.32666666666666666,0.0033333333333333335,7.069071,0.42,0.05333333333333334,0.0,10.379498,0.18333333333333332,0.0033333333333333335,0.0,mamba
88.80140904437887,3.8734977,0.5366666666666666,0.12333333333333334,0.0,7.0885873,0.22333333333333333,0.01,0.0,10.399204,0.056666666666666664,0.0,0.0,mamba
88.90038839043777,3.8429363,0.7533333333333333,0.4266666666666667,0.02,7.055435,0.5,0.12666666666666668,0.0033333333333333335,10.365748,0.2966666666666667,0.023333333333333334,0.0,mamba
89.00087312579032,3.872429,0.5466666666666666,0.13666666666666666,0.0,7.08743,0.25,0.013333333333333334,0.0,10.398037,0.06666666666666667,0.0,0.0,mamba
89.10135786114289,3.1676865,1.0,1.0,0.9833333333333333,6.2794895,1.0,1.0,0.8633333333333333,9.572347,1.0,0.9833333333333333,0.6633333333333333,mamba
89.21087493225748,3.8714082,0.5566666666666666,0.15,0.0,7.086322,0.26,0.01,0.0,10.396918,0.07,0.0,0.0,mamba
89.30119828987776,3.8465059,0.76,0.4,0.013333333333333334,7.059235,0.5133333333333333,0.10333333333333333,0.0,10.369576,0.2833333333333333,0.02666666666666667,0.0,mamba
89.4035647618474,3.8702612,0.5866666666666667,0.16333333333333333,0.0,7.0850797,0.27666666666666667,0.013333333333333334,0.0,10.395666,0.07333333333333333,0.0,0.0,mamba
89.5066839284639,3.8691354,0.6033333333333334,0.16666666666666666,0.0033333333333333335,7.083867,0.28,0.013333333333333334,0.0,10.3944435,0.08666666666666667,0.0,0.0,mamba
89.60302884325887,3.869082,0.6,0.17,0.0033333333333333335,7.0838118,0.2866666666666667,0.013333333333333334,0.0,10.394387,0.08333333333333333,0.0,0.0,mamba
89.72345998675257,3.868079,0.6233333333333333,0.17333333333333334,0.0033333333333333335,7.082721,0.29,0.013333333333333334,0.0,10.393286,0.08666666666666667,0.0,0.0,mamba
89.80249292467032,3.8679972,0.6133333333333333,0.17333333333333334,0.0033333333333333335,7.082636,0.2866666666666667,0.013333333333333334,0.0,10.393202,0.08666666666666667,0.0,0.0,mamba
89.91614981634251,3.8670394,0.63,0.18,0.0033333333333333335,7.081596,0.3,0.016666666666666666,0.0,10.392152,0.09,0.0,0.0,mamba
90.00158065875836,3.8632548,0.6666666666666666,0.24,0.0033333333333333335,7.077513,0.3566666666666667,0.02666666666666667,0.0,10.388034,0.12333333333333334,0.0,0.0,mamba
90.10883964593243,3.8659105,0.6466666666666666,0.19,0.0033333333333333335,7.0803785,0.3,0.02,0.0,10.3909235,0.1,0.0,0.0,mamba
90.2010447401698,3.8607743,0.6933333333333334,0.26,0.0033333333333333335,7.0747867,0.37333333333333335,0.03,0.0,10.385279,0.13666666666666666,0.0033333333333333335,0.0,mamba
90.30152947552236,3.8647575,0.67,0.20333333333333334,0.0033333333333333335,7.079136,0.31333333333333335,0.02,0.0,10.389671,0.10333333333333333,0.0,0.0,mamba
90.40088516890468,3.8607047,0.7066666666666667,0.26,0.0033333333333333335,7.074769,0.35333333333333333,0.02666666666666667,0.0,10.385269,0.14,0.0033333333333333335,0.0,mamba
90.51830553381104,3.8635132,0.69,0.22333333333333333,0.0033333333333333335,7.07779,0.32666666666666666,0.023333333333333334,0.0,10.388314,0.10333333333333333,0.0,0.0,mamba
90.60034925031611,3.8594573,0.7133333333333334,0.27,0.0033333333333333335,7.073423,0.36666666666666664,0.03,0.0,10.383912,0.15333333333333332,0.0033333333333333335,0.0,mamba
90.71099536340095,3.8623152,0.7133333333333334,0.24,0.0033333333333333335,7.0764923,0.3333333333333333,0.023333333333333334,0.0,10.387005,0.11333333333333333,0.0,0.0,mamba
90.800189679051,3.8531592,0.7633333333333333,0.35333333333333333,0.0033333333333333335,7.0665317,0.46,0.06333333333333334,0.0,10.37695,0.2,0.006666666666666667,0.0,mamba
90.9036851929909,3.8610241,0.7233333333333334,0.26,0.0033333333333333335,7.0751,0.3466666666666667,0.023333333333333334,0.0,10.385601,0.11666666666666667,0.0,0.0,mamba
91.00078280243272,3.843768,0.8366666666666667,0.44,0.01,7.056294,0.5433333333333333,0.09666666666666666,0.0,10.366614,0.29,0.013333333333333334,0.0,mamba
91.12046125127958,3.8596725,0.74,0.27,0.0033333333333333335,7.0736403,0.36333333333333334,0.03666666666666667,0.0,10.38413,0.13,0.0,0.0,mamba
91.20062323116758,3.8483505,0.8033333333333333,0.37333333333333335,0.0033333333333333335,7.0612445,0.5166666666666667,0.07,0.0,10.371607,0.25,0.006666666666666667,0.0,mamba
91.31315108086952,3.8584893,0.7466666666666667,0.28,0.0033333333333333335,7.0723658,0.38666666666666666,0.03666666666666667,0.0,10.382845,0.12666666666666668,0.0,0.0,mamba
91.40008731257905,3.2763107,1.0,1.0,0.8966666666666666,6.4045167,1.0,0.9733333333333334,0.7066666666666667,9.698992,1.0,0.9,0.53,mamba
91.50584091045944,3.8572705,0.76,0.3,0.0033333333333333335,7.071052,0.4033333333333333,0.04,0.0,10.38152,0.14,0.0033333333333333335,0.0,mamba
91.60143313060756,3.8182812,0.92,0.6033333333333334,0.07,7.028638,0.7,0.26666666666666666,0.0033333333333333335,10.338707,0.48,0.07,0.0,mamba
91.70154151863672,3.8560035,0.7633333333333333,0.30333333333333334,0.0033333333333333335,7.069686,0.42,0.04,0.0,10.380143,0.14333333333333334,0.0033333333333333335,0.0,mamba
91.80277894863612,3.835075,0.85,0.5133333333333333,0.023333333333333334,7.0469255,0.62,0.14666666666666667,0.0,10.357168,0.35333333333333333,0.02666666666666667,0.0,mamba
91.91530679833804,3.8547997,0.78,0.31,0.0033333333333333335,7.0683928,0.43333333333333335,0.04,0.0,10.3788395,0.16,0.0033333333333333335,0.0,mamba
92.00036129343049,3.826561,0.92,0.5766666666666667,0.03333333333333333,7.0376205,0.67,0.19666666666666666,0.0,10.347767,0.42,0.03666666666666667,0.0,mamba
92.10799662792796,3.853465,0.8,0.3233333333333333,0.0033333333333333335,7.0669513,0.46,0.043333333333333335,0.0,10.377386,0.17333333333333334,0.0033333333333333335,0.0,mamba
92.20434154272294,3.8524609,0.8033333333333333,0.3333333333333333,0.0033333333333333335,7.06587,0.4666666666666667,0.043333333333333335,0.0,10.376296,0.18666666666666668,0.0033333333333333335,0.0,mamba
92.30068645751793,3.8522599,0.81,0.3333333333333333,0.0033333333333333335,7.0656486,0.47,0.043333333333333335,0.0,10.376072,0.18333333333333332,0.0033333333333333335,0.0,mamba
92.42111760101164,3.8510263,0.8233333333333334,0.3433333333333333,0.0033333333333333335,7.064322,0.48,0.043333333333333335,0.0,10.374736,0.2,0.0033333333333333335,0.0,mamba
92.50015053892938,3.8508496,0.8233333333333334,0.3433333333333333,0.0033333333333333335,7.064126,0.48,0.043333333333333335,0.0,10.3745365,0.20333333333333334,0.0033333333333333335,0.0,mamba
92.61380743060155,3.8498178,0.84,0.36,0.0033333333333333335,7.0630183,0.5,0.043333333333333335,0.0,10.373421,0.21,0.0033333333333333335,0.0,mamba
92.70262539892816,3.8483179,0.8533333333333334,0.37666666666666665,0.0033333333333333335,7.061352,0.5266666666666666,0.04666666666666667,0.0,10.371735,0.22,0.0033333333333333335,0.0,mamba
92.80649726019148,3.8484318,0.8566666666666667,0.37333333333333335,0.0033333333333333335,7.061522,0.5166666666666667,0.05,0.0,10.371911,0.21666666666666667,0.0033333333333333335,0.0,mamba
92.90284217498646,3.8445516,0.8566666666666667,0.42,0.0033333333333333335,7.0573397,0.5533333333333333,0.07666666666666666,0.0,10.367695,0.25666666666666665,0.006666666666666667,0.0,mamba
93.00219786836875,3.8469164,0.8666666666666667,0.39666666666666667,0.0033333333333333335,7.059872,0.54,0.056666666666666664,0.0,10.370247,0.23666666666666666,0.0033333333333333335,0.0,mamba
93.10230625639792,3.8430562,0.8733333333333333,0.43333333333333335,0.0033333333333333335,7.055709,0.5666666666666667,0.08333333333333333,0.0,10.366049,0.2733333333333333,0.01,0.0,mamba
93.21596314807007,3.8452783,0.8766666666666667,0.42,0.0033333333333333335,7.058117,0.54,0.07,0.0,10.368478,0.24333333333333335,0.006666666666666667,0.0,mamba
93.30177033780936,3.840271,0.9,0.47,0.006666666666666667,7.0526586,0.5866666666666667,0.09666666666666666,0.0,10.3629675,0.3,0.01,0.0,mamba
93.40865297766004,3.843859,0.89,0.43,0.0033333333333333335,7.05659,0.56,0.07333333333333333,0.0,10.366939,0.25666666666666665,0.006666666666666667,0.0,mamba
93.5008580718974,3.8347445,0.9333333333333333,0.5166666666666667,0.013333333333333334,7.0466595,0.6266666666666667,0.13666666666666666,0.0,10.356913,0.36333333333333334,0.016666666666666666,0.0,mamba
93.60134280724996,3.8396058,0.9333333333333333,0.4866666666666667,0.0033333333333333335,7.0519953,0.62,0.08333333333333333,0.0,10.362307,0.29,0.01,0.0,mamba
93.70220388992594,3.8315966,0.9633333333333334,0.55,0.013333333333333334,7.0432405,0.69,0.14,0.0,10.353464,0.38333333333333336,0.016666666666666666,0.0,mamba
93.80193593063166,3.8067594,1.0,0.76,0.05,7.0163035,0.8366666666666667,0.3233333333333333,0.0,10.326284,0.5966666666666667,0.06333333333333334,0.0,mamba
93.9016679713374,3.7807279,1.0,0.9,0.15,6.98802,0.9533333333333334,0.52,0.006666666666666667,10.297731,0.7633333333333333,0.16666666666666666,0.0,mamba
94.00027097007286,3.7292008,1.0,0.9833333333333333,0.44,6.932,0.9966666666666667,0.7633333333333333,0.05,10.241197,0.92,0.44,0.0,mamba
94.1000030107786,3.7102222,1.0,1.0,0.5133333333333333,6.911359,1.0,0.84,0.08,10.220353,0.9733333333333334,0.5633333333333334,0.0,mamba
94.20086409345456,3.6799088,1.0,1.0,0.6666666666666666,6.8782372,1.0,0.93,0.15,10.186892,1.0,0.68,0.006666666666666667,mamba
94.3005961341603,3.6517603,1.0,1.0,0.7633333333333333,6.847295,1.0,0.97,0.23666666666666666,10.155617,1.0,0.7766666666666666,0.023333333333333334,mamba
94.40070452218944,3.6547997,1.0,1.0,0.7766666666666666,6.8511343,1.0,0.9833333333333333,0.22333333333333333,10.159561,1.0,0.7966666666666666,0.02,mamba
94.50043656289516,3.6251168,1.0,1.0,0.8366666666666667,6.8184204,1.0,1.0,0.32666666666666666,10.126425,1.0,0.8666666666666667,0.056666666666666664,mamba
94.60016860360088,3.597172,1.0,1.0,0.9166666666666666,6.7876663,1.0,1.0,0.43,10.095337,1.0,0.9266666666666666,0.09333333333333334,mamba
94.7017823809237,3.548876,1.0,1.0,0.96,6.734098,1.0,1.0,0.59,10.041076,1.0,0.97,0.21,mamba
94.80151442162943,3.5233276,1.0,1.0,0.98,6.7057486,1.0,1.0,0.67,10.0123825,1.0,0.98,0.25333333333333335,mamba
94.90275185162884,3.4863114,1.0,1.0,0.9933333333333333,6.6643524,1.0,1.0,0.74,9.970409,1.0,0.9966666666666667,0.3566666666666667,mamba
95.0007903293792,3.3139663,1.0,1.0,1.0,6.46396,1.0,1.0,0.86,9.765142,1.0,1.0,0.59,mamba
