encoder1.conv3x3_bn.conv,encoder_fc_part19,encoder_fc_part12,encoder_fc_part1,encoder_fc_part8,encoder_fc_part9,encoder_fc_part14,encoder_fc_part20,encoder_fc_part27,encoder_fc_part2,encoder_fc_part10,encoder_fc_part0,encoder_fc_part31,encoder_fc_part13,encoder_fc_part5,encoder_fc_part24,encoder_fc_part22,encoder_fc_part4,encoder_fc_part3,encoder_fc_part28,encoder_fc_part23,encoder_fc_part25,encoder_fc_part17,encoder_fc_part26,encoder_fc_part16,encoder_fc_part30,encoder_fc_part11,encoder_fc_part6,encoder_fc_part21,encoder_fc_part15,encoder_fc_part29,encoder2.conv,encoder_fc_part7,encoder_fc_part18,encoder_conv.conv1x1_bn.conv,encoder1.conv1x9_bn.conv,encoder1.conv9x1_bn.conv,Target_Saving,Actual_Saving,Total_Omega,NMSE_dB,NMSE_dB_ILP
16,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,92.8,92.96700383702924,9.947088838260491,-6.904488629416577,-6.918936856600322
16,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,92.85,92.96700383702924,9.947088838260491,-6.904488629416577,-6.918936856600322
16,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,92.9,92.96700383702924,9.947088838260491,-6.904488629416577,-6.90788942212407
16,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,92.95,92.96700383702924,9.947088838260491,-6.904488629416577,-6.90788942212407
16,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.15,93.16228802892648,10.496023638692169,-6.781339738535275,-6.796476537589561
16,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.1,93.16228802892648,10.496023638692169,-6.781339738535275,-6.796476537589561
16,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.0,93.16228802892648,10.496023638692169,-6.781339738535275,-6.78479776388654
16,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.05,93.16228802892648,10.496023638692169,-6.781339738535275,-6.78479776388654
16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.2,93.3575722208237,11.063484864462282,-6.698554557705284,-6.7019012001914104
16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.25,93.3575722208237,11.063484864462282,-6.698554557705284,-6.7019012001914104
16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.3,93.3575722208237,11.063484864462282,-6.698554557705284,-6.713939129433037
16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.35,93.3575722208237,11.063484864462282,-6.698554557705284,-6.713939129433037
16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,93.5,93.55242732147897,11.688171940529589,-6.586126233699766,-6.589444316212387
16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.4,93.55285641272093,11.688173818827167,-6.5740150422824595,-6.589444316212387
16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.45,93.55285641272093,11.688173818827167,-6.5740150422824595,-6.589444316212387
16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,93.55,93.55285641272093,11.688173818827167,-6.5740150422824595,-6.589444316212387
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,8,16,16,93.65,93.74737777574357,13.749106314000732,-5.123429067679554,-5.17407141129415
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,8,16,16,93.7,93.74737777574357,13.749106314000732,-5.123429067679554,-5.17407141129415
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,8,16,4,93.6,93.7480214126065,13.749170395181835,-5.106028410855478,-5.17407141129415
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,2,8,16,16,93.75,93.84501987169219,16.934434906753967,-4.740873079891632,-0.9712590602298552
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,2,8,16,16,93.8,93.84501987169219,16.934434906753967,-4.740873079891632,-4.790058773982391
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,8,16,16,93.9,93.94266196764079,21.319430092792945,-4.216056796177428,-4.283825446238267
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,8,16,16,93.85,93.94266196764079,21.319430092792945,-4.216056796177428,-4.283825446238267
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,16,2,2,8,16,16,93.95,94.04030406358942,25.85532954238624,-3.8628430820181245,-3.9545312822625767
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,16,2,2,8,8,4,94.0,94.04137679169432,25.85539550186492,-3.814735269370147,-3.9545312822625767
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,16,2,2,8,16,16,94.05,94.13794615953803,30.486269862994735,-3.4397455761141926,-3.5438910731228774
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,16,2,2,8,16,16,94.1,94.13794615953803,30.486269862994735,-3.4397455761141926,-3.5438910731228774
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,16,2,2,8,16,16,94.15,94.23558825548665,35.3521511686251,-3.1538111736034957,-3.2633672712955217
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,16,2,2,8,16,8,94.2,94.2360173467286,35.352151404108035,-3.1538111736034957,-3.2633672712955217
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,16,2,2,8,16,16,94.25,94.33323035143526,40.42553026002993,-2.8854979341685043,-2.996101524044929
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,16,2,2,8,16,8,94.3,94.33365944267722,40.42553049551287,-2.885409416637317,-2.996101524044929
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,16,2,2,8,16,16,94.4,94.43087244738388,45.5427024343102,-2.666096950648116,-2.7810755685266737
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,16,2,2,8,16,8,94.35,94.43130153862585,45.54270266979314,-2.665891809370495,-2.7810755685266737
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,16,2,2,8,16,16,94.45,94.52851454333249,50.91698010287052,-2.4704537331974246,-2.5875029397127807
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,16,2,2,8,16,16,94.5,94.52851454333249,50.91698010287052,-2.4704537331974246,-2.5875029397127807
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,16,2,2,8,16,16,94.55,94.6261566392811,56.34670159523119,-2.1347369747234954,-2.2601526766261664
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,16,2,2,8,16,8,94.6,94.62658573052308,56.346701830714125,-2.1346817542784864,-2.2601526766261664
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,16,2,2,8,16,16,94.7,94.72379873522972,61.801229511297194,-1.924893379834497,-2.0547599358975868
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,16,2,2,8,16,8,94.65,94.72422782647169,61.80122974678013,-1.924893379834497,-2.0547599358975868
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,16,2,2,8,16,16,94.8,94.82144083117834,67.76133047017359,-1.7964384721956521,-1.9277875562582139
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,94.75,94.8218699224203,67.76133070565653,-1.7964384721956521,-1.9277875562582139
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,16,94.85,94.91908292712696,73.78953665040862,-1.5332815196577108,-1.673866638195583
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,94.9,94.91951201836892,73.78953688589156,-1.5332815196577108,-1.673866638195583
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,94.95,95.01715411431753,80.03227552432524,-1.319068219867362,-1.4678407751124558
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.0,95.01715411431753,80.03227552432524,-1.319068219867362,-1.4678407751124558
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,16,95.05,95.1143671190242,86.47600380648926,-1.0573569226737864,-1.2153023909348735
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,4,95.1,95.11501075588713,86.47606788767037,-1.0188509009693125,-1.2153023909348735
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.15,95.21243830621476,93.04948076497189,-0.8054397854732422,-0.9605777222675894
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.2,95.21243830621476,93.04948076497189,-0.8054397854732422,-0.9605777222675894
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,16,95.25,95.30965131092142,99.71392507613766,-0.6274986341770292,-0.7853822493276069
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.3,95.31008040216338,99.7139253116206,-0.6274986341770292,-0.7853822493276069
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.4,95.40772249811201,106.50330901433901,-0.4683660420182404,-0.6227141871185197
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.35,95.40772249811201,106.50330901433901,-0.4683660420182404,-0.6227141871185197
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.45,95.50536459406061,113.39047790989272,-0.3293200355731537,-0.48578823300703877
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.5,95.50536459406061,113.39047790989272,-0.3293200355731537,-0.48578823300703877
16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,16,95.55,95.60257759876727,120.30909676792442,-0.13864532380694639,-0.3056268988393475
16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,4,95.6,95.60322123563022,120.30916084910552,-0.1017866821192648,-0.3056268988393475
16,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.65,95.70064878595784,127.41590254338637,0.03939786479551975,-0.12383400536737735
16,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.7,95.70064878595784,127.41590254338637,0.03939786479551975,-0.12383400536737735
16,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.75,95.79829088190645,134.5815542486121,0.09757060237682988,-0.06276534892255387
8,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,16,2,4,95.8,95.80001916607547,134.6362882062341,0.32564486252475544,3.026804614737473
16,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,8,16,8,95.85,95.89593297785508,141.7854203433189,0.32564486252475544,0.165227074526168
16,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,95.9,95.99347972019436,149.01869992627192,0.3442485516781484,0.34502177027567993
16,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,95.95,95.99347972019436,149.01869992627192,0.3442485516781484,0.34502177027567993
16,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.0,96.09112181614299,156.43132967819614,0.4733118175433679,0.474118774276179
16,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.05,96.09112181614299,156.43132967819614,0.4733118175433679,0.474118774276179
16,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.15,96.1887639120916,164.61596010157183,0.7116649943605223,0.7126981534492054
16,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.1,96.1887639120916,164.61596010157183,0.7116649943605223,0.7126981534492054
16,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.2,96.28640600804022,173.47037684731194,0.8341963586878913,0.8460802726318117
16,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.25,96.28640600804022,173.47037684731194,0.8341963586878913,0.8351870733403928
16,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.3,96.38404810398883,182.52831950515287,1.035983082595056,1.047574092700186
16,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.35,96.38404810398883,182.52831950515287,1.035983082595056,1.047574092700186
16,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.4,96.48169019993745,191.8237648611206,1.035983082595056,1.0369832897077267
16,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.45,96.48169019993745,191.8237648611206,1.035983082595056,1.0369832897077267
16,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.5,96.57933229588606,201.192217959128,1.169302494601962,1.1809996776576102
16,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.55,96.57933229588606,201.192217959128,1.169302494601962,1.1809996776576102
16,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.6,96.67697439183468,210.77083814388948,1.169302494601962,1.1900511219416614
16,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.65,96.67697439183468,210.77083814388948,1.169302494601962,1.1891548361918787
16,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.7,96.77461648778329,221.76355728940317,1.169302494601962,1.3249860493475363
16,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.75,96.77461648778329,221.76355728940317,1.169302494601962,1.1774166044608925
16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.8,96.8722585837319,236.88149195541843,6.844322520304392,6.845236449924435
16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,2,2,16,16,8,96.85,96.8722585837319,236.88149195541843,6.844322520304392,6.848741071649613
